# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
roomgrading_Yard_RoomSizeLess        [*E] Velikost místnosti *X čtverců nebo méně.
roomgrading_Yard_Item                [*E] Položka : *X
roomgrading_Yard_Floor               [*E] *X Podlaha (více než *Y%)
roomgrading_Yard_MultiItems          [*E] Obsahuje *X výše uvedených objektů.
roomgrading_Yard_Floor_Quantity      [*E] *X *Y čtverců
roomgrading_CommonRoom_RoomSize      [*E] Velikost místnosti alespoň *X čtverců
roomgrading_CommonRoom_Item          [*E] Předmět : *X
roomgrading_Gymnasium_RoomSize       [*E] Velikost místnosti nejméně *X čtverců
roomgrading_Gymnasium_OutsideWindow  [*E] *Y Venkovní okno
roomgrading_Gymnasium_Item           [*E] Položka : *X
roomgrading_Gymnasium_HasWindow_None [*E] Žádná okna
roomgrading_Classroom_RoomSize       [*E] Velikost místnosti alespoň *X čtverců
roomgrading_Classroom_Item           [*E] Položka : *X
roomgrading_Classroom_OutsideWindow  [*E] *Y Venkovní okno

buildtoolbar_improvement						-ZLEPŠUJE *R stupeň 
buildtoolbar_decreased							-ZHORŠUJE *R stupeň
buildtoolbar_improvement_windows				(při pohledu ven)

buildtoolbar_planning_autofoundation			Automatické základy

prisoner_roomquality_veryLow  Velmi nízká
prisoner_roomquality_low      Nízká
prisoner_roomquality_high     Vysoká
prisoner_roomquality_veryHigh Velmi vysoká
prisoner_roomquality_supreme  Nejvyšší

# =============================================================================
# Security Sector Grading
# =============================================================================

interfaceLogistics_MinSecGrading				Min ost. Hodnocení
interfaceLogistics_MedSecGrading				Med ost. Hodnocení
interfaceLogistics_MaxSecGrading				Max ost. Hodnocení
interfaceLogistics_SuperMaxGrading				SuperMax ost. Hodnocení

sectorGrading_title								*X Sektor
sectorGrading_housed							*X věznů je umístěno v *Y			
sectorGrading_desiresTransfer					*X *Y vězňů doufá, že budou přemístěni do *Z

sectorGrading_description    Níže je uveden rozpis hodnocení tohoto sektoru. Čím více oprávnění je přidáno, tím vyšší je známka. Maximální stupeň je 250.
sectorGrading_encouragement  Čím vyšší je rozdíl ve stupni mezi *X a tímto sektorem, tím více budou vězni *X povzbuzováni k nápravě a chování, aby měli šanci být přeřazeni do tohoto sektoru s nižším stupněm zabezpečení.
sectorGrading_discouragement Podobného efektu bys mohl dosáhnout také snížením stupně *X odebráním privilegií a pohodlí, ale také bys riskoval, že tyto vězně naštveš.

sectorGrading_transferNote   (POZNÁMKA: Vězni motivovaní k přesunu se projeví POUZE s nainstalovaným DLC "Cleared For Transfer" a zapnutou volbou "Přesuny vězňů" v nabídce nastavení mapy).

sectorGrading_privilegesTitle Práva vězňů
sectorGrading_visitation      [+*X] Návštěvy
sectorGrading_mail            [+*X] Pošta
sectorGrading_work            [+*X] Přístup k práci (hotovost)
sectorGrading_education       [+*X] Vzdělávání / přístup k programům (hotovost)
sectorGrading_meals           [+*X] 2+ jídla denně
sectorGrading_freeTime        [+*X] Dostatek volného času (20 %)
sectorGrading_extraFreeTime   [+*X] Volný čas navíc (30 %)
sectorGrading_yard            [+*X] Přístup na dvůr
sectorGrading_gym             [+*X] Přístup do tělocvičny
sectorGrading_shop            [+*X] Přístup do obchodu
sectorGrading_commonRoom      [+*X] Přístup do společenské místnosti
sectorGrading_showers         [+*X] Teplé sprchy
sectorGrading_sleep           [+*X] Spánek 10 a více hodin

sectorGrading_facilitiesTitle Zařízení
sectorGrading_room            [*X/*Y] *R Kvalita

sectorGrading_conditionsTitle Podmínky
sectorGrading_suppresion      [*X/15] *Y Potlačení
sectorGrading_risk            [*X/20] *Y Riziko (úmrtí a zranění)
sectorGrading_cleanliness     [*X/15] *Y Čistota

sectorGrading_grade           Stupeň *X/250
dialog_veryLow                Velmi nízká

# =============================================================================
# Policy Report
# =============================================================================

dialog_various								Různé

report_needs_staffBreaks                           Jedná se o maximální procento zaměstnanců všech typů, kteří mohou mít najednou přestávku.
reports_privilegetitle                             Politika privilegií
reports_misconducttitle                            Politika v oblasti nevhodného chování
reports_paroletitle                                Politika ukončení podmínečného propuštění
reports_parole_info                                Upravit mezní hodnotu:
reports_parole_Cutoff                              (*P%)
reports_policy_PrivilegeTableTitle                 Privilegium
reports_policy_Visitation                          Návštěva
reports_policy_Mail                                Pošta
reports_policy_PrisonLabour                        Práce ve vězení
reports_policy_All                                 Vše
reports_policy_Programs                            Programy
reports_policy_WorkPrograms                        Práce
reports_policy_EducationPrograms                   Vzdělávání
reports_policy_WellnessPrograms                    Wellnes programy

reports_policy_defaults                            Doporučené
reports_policy_tooltip_recomended                  Nastaví *X na doporučené hodnoty pro všechny vybrané úrovně zabezpečení.
reports_policy_tooltip_all                         Vybere/zruší výběr všech úrovní zabezpečení věznice.

reports_privilegesPolicy_tooltip_all               Změní všechny programy s výjimkou programů slyšení o podmínečném propuštění, odvolání proti rozsudku smrti a psychiatrické konzultace.
reports_privilegesPolicy_tooltip                   Zvolí, které bezpečnostní sektory se mohou těchto programů účastnit:
reports_privilegesPolicy_tooltip_EducationPrograms \n-Nadační vzdělávání \n-Obecné vzdělání
reports_privilegesPolicy_tooltip_WellnessPrograms  \n-Behaviorální terapie \n-Skupinová terapie alkoholiků \n-Duchovní vedení
reports_privilegesPolicy_tooltip_WorkPrograms      \n-Bezpečnost a hygiena v kuchyni \n-Instruktáž o bezpečnosti práce v dílně \n-Tesařský výcvik

report_policy_categoryTooltip_Minsec               Minimální bezpečnost
report_policy_categoryTooltip_Normal               Střední bezpečnost
report_policy_categoryTooltip_MaxSec               Maximální bezpečnost
report_policy_categoryTooltip_Protected            Ochranná vazba
report_policy_categoryTooltip_SuperMax             SuperMax
report_policy_categoryTooltip_DeathRow             Odsouzení k smrti
report_policy_categoryTooltip_Insane               Choromyslný
report_policy_categoryTooltip_PrisonerTransfer     Legendární

report_policy_misconductConflict_tooltip           Je vybráno více typů zabezpečení s různými hodnotami zásad. Výběrem jednotlivých kategorií vězňů zobrazíte jejich zásady přestupků.

report_policy_match                                Shoda s:

report_policy_matchTitle                           Shoda s bezpečnostními sektory
report_policy_match_tooltip                        Shoduje se politika přestupků *X s jiným bezpečnostním sektorem.

report_policy_privilegesUnchangableTooltip         Tato úroveň zabezpečení má uzamčené zásady oprávnění.

# =============================================================================
# Deployment
# =============================================================================

interfacedeployment_Chef                   Přiřazení kuchařů
interfacedeployment_Doctor                 Přiřazení lékařů

buildtoolbar_deployment_Chef               Přiřazení kuchařů do sektorů ve věznici.
buildtoolbar_deployment_Doctor             Přiřaďte doktory do sektorů ve vaší věznici.
buildtoolbar_deployment_PrioritizeJanitor  Pomocí této volby upřednostníte údržbáře, aby vykonávali svou práci v určitých oblastech před ostatními v okolí vaší věznice. Pokud máte nedostatek personálu, budou se Údržbáři snažit pokrýt prioritní oblasti jako první. Přiřaďte 1, 2 nebo 3 údržbářům prioritu pro danou oblast.
buildtoolbar_deployment_PrioritizeGardener Tuto možnost použijte k upřednostnění Zahradníků, aby vykonávali svou práci v určitých oblastech před ostatními v okolí vaší věznice. Pokud máte nedostatek personálu, Zahradníci se budou snažit pokrýt upřednostněné oblasti jako první. Přiřaďte 1, 2 nebo 3 zahradníky k upřednostnění dané oblasti.

researchtooltip_deployment2                Tyto zaměstnance můžete konkrétně přiřadit do sektorů věznice prostřednictvím nabídky Nasazení.
researchtooltip_prioritize                 Tyto zaměstnance můžete konkrétně upřednostnit v sektorech věznice prostřednictvím nabídky Nasazení.

interfacetopbar_tooltip_totalChefs         *X celkový počet kuchařů
interfacetopbar_tooltip_totalDoctors       *X celkový počet lékařů
interfacetopbar_tooltip_cook               Kolik kuchařů máte k dispozici pro práci ve věznici.
interfacetopbar_tooltip_doctor             Kolik lékařů máte k dispozici pro práci ve vaší věznici.

interfacetopbar_tooltip_priorityStationed  *X prioritních pracovních míst

interfacetopbar_tooltip_totalJanitors      *X celkový počet údržbářů
interfacetopbar_tooltip_totalGardeners     *X celkový počet zahradníků
interfacetopbar_tooltip_janitor            Kolik údržbářů máte k dispozici pro práci ve věznici.
interfacetopbar_tooltip_gardener           Kolik zahradníků máte k dispozici pro práci ve vaší věznici.

# =============================================================================
# Prisoner Transfer Report
# =============================================================================

reports_prisoners_transfer                *X Vězňů *W převést do *C:
reports_prisoners_transfer_ready          připraveno
reports_prisoners_transfer_wanting        chtějí
reports_prisoners_transfer_button         PŘIJMOUT VŠECHNY
reports_prsioners_transfer_numCells       (*X Dostupných cel)
reports_prisoners_transfer_otherPrisoners (*X ostatní vězni)

reports_transfers_offMessage              Přesuny vězňů lze zapnout prostřednictvím nabídky Nastavení mapy.
report_Transfer                           Transfery vězňů

transfer_icon_tooltip                     Pomocí níže uvedených možností určete kritéria, která musí splňovat vězni *X, aby mohli být přemístěni do *Y. \nMůžete použít sloupec Kritéria politiky, abyste vězňům ztížili podmínky pro přemístění, a další možnosti, abyste určité typy vězňů okamžitě diskvalifikovali. \nNe všichni vězni mají zájem o přemístění. Zejména ti, kteří mají krátké tresty, plánují vytunelovat nebo si prostě nemyslí, že podmínky nebo pohodlí v bezpečnostním sektoru pod jejich vlastním jsou o tolik lepší.
transfer_tooltip_onOff                    Zrušením zaškrtnutí se vypne/zapne pro vybraný/é bezpečnostní sektor/y.

transfer_description                      Nastavte kritéria, která musí vězni splňovat, aby mohli být přemístěni do nižšího a pohodlnějšího bezpečnostního sektoru.
transfer_use                              Povolit přesun z *X do *Y
transfer_behaviourtitle                   Dobré chování
transfer_reformtile                       Reforma
transfer_requiredtitle                    Požadované
transfer_qualifiedcaption                 Celkový počet vězňů, kteří splňují podmínky nyní
transfer_hopingcaption                    Celkový počet vězňů motivovaných ke kvalifikaci
transfer_numPrisoners                     *X Vězni (*Y%)

transfer_title                            Kritéria přemístění
transfer_criteria                         Hodnota Kritéria
transfer_qualifying                       Kvalifikovaní vězni

transfer_behaviour_staffAssaults          Žádné napadení personálu
transfer_behaviour_murders                Žádné vraždy
transfer_behaviour_murdersStuff           (personál a vězni)
transfer_behaviour_escapeAttempts         Žádné pokusy o útěk
transfer_behaviour_contraband             Žádný nebezpečný kontraband
transfer_behaviour_gangMembers            Diskvalifikovaní členové gangů

transfer_behaviour_tooltip_staffAssaults  Vězni, kteří splňují podmínky pro přemístění, nesmějí po stanovený počet dní napadnout žádného zaměstnance. Vyšší počet dní diskvalifikuje trvale násilné vězně.
